brand,price,os_name,Processor,RAM Size GB,Storage Size GB,battery_capacity,Dual_Sim,Screen_Size,Refresh_Rate,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,fast_charging_power,4G,5G,Vo5G,NFC,IR_Blaster,Core_Count,Clock_Speed_GHz,Resolution_Width,Resolution_Height,Notch_Type,os_version,rating,b_r,Processor_Category,price_Category,RAM Size GB_Category,Storage Size GB_Category,battery_capacity_Category,fast_charging_power_Category,os_version_Category,Screen_Size_Category,primary_rear_camera_mp_Category,primary_front_camera_mp_Category,Clock_Speed_GHz_Category,Resolution_Width_Category,Resolution_Height_Category,rating_Category
Xiaomi,29990,Android,Snapdragon_8,8.0,128.0,5500.0,Yes,6.67,120.0,64.0,3.0,16.0,1.0,Yes,67,Yes,Yes,No,Yes,Yes,8.0,3.2,1440.0,3200.0,Punch Hole,12.0,84.0,Xiaomi,snapdragon,Premium,4-8 GB,32-256 GB,5000-10000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Realme,25900,Android,Dimensity_920,6.0,128.0,4500.0,Yes,6.4,90.0,50.0,3.0,16.0,1.0,No,60,Yes,Yes,No,No,No,8.0,2.5,1080.0,2400.0,Punch Hole,12.0,78.0,Realme,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Realme,16999,Android,Dimensity_810,6.0,128.0,5000.0,Yes,6.6,90.0,50.0,3.0,8.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.4,1080.0,2408.0,Punch Hole,12.0,78.0,Realme,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Motorola Edge,24999,Android,Snapdragon_778,8.0,128.0,4020.0,Yes,6.5,144.0,50.0,3.0,32.0,1.0,Yes,33,Yes,Yes,No,Yes,No,8.0,2.5,1080.0,2400.0,Punch Hole,12.0,85.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,12188,Android,Snapdragon_680,6.0,64.0,5000.0,Yes,6.43,90.0,50.0,1.0,13.0,1.0,Yes,33,Yes,No,No,No,Yes,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,79.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,8999,Android,Helio_Unknown,3.0,32.0,5000.0,Yes,6.51,60.0,8.0,1.0,5.0,1.0,Yes,10,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,12.0,80.0,Vivo,helio,Budget,1-4 GB,1-32 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
POCO,7499,Android,Helio_35,4.0,64.0,5000.0,Yes,6.53,60.0,13.0,3.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,10.0,68.0,Other,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Realme Narzo,17999,Android,Dimensity_810,6.0,128.0,5000.0,Yes,6.6,90.0,48.0,3.0,16.0,1.0,Yes,33,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,79.0,Other,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Realme,24999,Android,Snapdragon_870,6.0,128.0,5000.0,Yes,6.62,120.0,64.0,3.0,16.0,1.0,Yes,80,Yes,Yes,No,No,No,8.0,3.2,1080.0,2400.0,Punch Hole,12.0,79.0,Realme,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OnePlus,65499,Android,Snapdragon_8 Gen1,12.0,256.0,5000.0,Yes,6.7,120.0,50.0,3.0,32.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,2.4,1440.0,3216.0,Punch Hole,12.0,80.0,Other,snapdragon,Flagship,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,70-80 rating
iQOO,58990,Android,Snapdragon_8 Gen2,8.0,256.0,4700.0,Yes,6.78,144.0,50.0,3.0,16.0,1.0,Yes,200,Yes,Yes,No,Yes,Yes,8.0,3.2,1440.0,3200.0,Punch Hole,12.0,89.0,Other,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Vivo,11999,Android,Snapdragon_680,4.0,64.0,5000.0,Yes,6.58,90.0,50.0,2.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,1080.0,2408.0,Water Drop Notch,12.0,74.0,Vivo,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,11999,Android,Snapdragon_680,8.0,128.0,6000.0,Yes,6.7,60.0,50.0,2.0,5.0,1.0,Yes,18,Yes,No,No,No,Yes,8.0,2.4,720.0,1650.0,Punch Hole,11.0,77.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
OPPO,18990,Android,Dimensity_700,6.0,128.0,5000.0,Yes,6.56,90.0,50.0,2.0,8.0,1.0,Yes,33,Yes,Yes,No,No,No,8.0,2.2,720.0,1612.0,Water Drop Notch,12.0,76.0,OPPO,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Vivo,14499,Android,Snapdragon_680,4.0,128.0,5000.0,Yes,6.44,60.0,50.0,3.0,16.0,1.0,Yes,44,Yes,No,No,No,No,8.0,2.4,1080.0,2408.0,Water Drop Notch,12.0,77.0,Vivo,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,106990,Android,Snapdragon_8,12.0,256.0,4500.0,Yes,8.02,120.0,50.0,1.0,16.0,1.0,Yes,67,Yes,Yes,No,Yes,Yes,8.0,3.2,1914.0,2160.0,Punch Hole,12.0,80.0,Xiaomi,snapdragon,Luxury,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,1440-2460 Width,1480-2160 Height,70-80 rating
Vivo,10499,Android,Helio_35,3.0,64.0,5000.0,Yes,6.51,60.0,13.0,2.0,5.0,1.0,Yes,10,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,12.0,66.0,Vivo,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
OPPO,26990,Android,Snapdragon_695,8.0,256.0,4500.0,Yes,6.43,60.0,64.0,3.0,16.0,1.0,Yes,33,Yes,Yes,No,Yes,No,8.0,2.2,1080.0,2400.0,Punch Hole,12.0,86.0,OPPO,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Vivo,19990,Android,Helio_96,8.0,128.0,4050.0,Yes,6.44,60.0,50.0,3.0,44.0,1.0,Yes,44,Yes,No,No,No,No,8.0,2.05,1080.0,2400.0,Water Drop Notch,12.0,82.0,Vivo,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,40-60 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,24999,Android,Dimensity_1080,8.0,256.0,4300.0,Yes,6.67,120.0,200.0,3.0,16.0,1.0,Yes,120,Yes,Yes,No,Yes,Yes,8.0,2.6,1080.0,2400.0,Punch Hole,12.0,89.0,Xiaomi,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OPPO,13969,Android,Helio_35,4.0,64.0,5000.0,Yes,6.56,60.0,13.0,2.0,8.0,1.0,Yes,33,Yes,No,No,No,No,8.0,2.3,720.0,1612.0,Water Drop Notch,12.0,69.0,OPPO,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Samsung,44999,Android,Snapdragon_778,8.0,128.0,5000.0,Yes,6.7,120.0,108.0,1.0,32.0,1.0,Yes,67,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2412.0,Punch Hole,12.0,83.0,Samsung,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Vivo,24999,Android,Snapdragon_778,8.0,128.0,4700.0,Yes,6.44,90.0,64.0,3.0,16.0,1.0,Yes,66,Yes,Yes,No,No,No,8.0,2.4,1080.0,2404.0,Water Drop Notch,12.0,84.0,Vivo,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Google,53100,Android,Google Tensor_2,8.0,128.0,4355.0,Yes,6.3,90.0,50.0,2.0,8.0,1.0,Yes,30,Yes,Yes,No,Yes,No,8.0,2.85,1080.0,2400.0,Punch Hole,12.0,86.0,Other,google tensor,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,16999,Android,Dimensity_810,6.0,128.0,5000.0,Yes,6.6,90.0,50.0,2.0,16.0,1.0,Yes,33,Yes,Yes,No,No,Yes,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,81.0,Xiaomi,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OPPO,21899,Android,Snapdragon_680,8.0,128.0,4500.0,Yes,6.43,90.0,64.0,3.0,32.0,1.0,Yes,33,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,82.0,OPPO,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Apple,75999,iOS,Bionic_15,6.0,256.0,3279.0,Yes,6.1,60.0,12.0,2.0,12.0,1.0,No,0,Yes,Yes,No,Yes,No,6.0,3.22,1170.0,2532.0,Small Notch,16.0,82.0,Apple,bionic,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,8-16 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Motorola,25999,Android,Dimensity_930,8.0,256.0,5000.0,Yes,6.5,120.0,50.0,2.0,16.0,1.0,Yes,30,Yes,Yes,No,Yes,No,8.0,2.2,1080.0,2400.0,Punch Hole,13.0,85.0,Other,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Nubia,46990,Android,Snapdragon_8 Gen2,8.0,128.0,6000.0,Yes,6.8,120.0,50.0,3.0,16.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,3.2,1116.0,2480.0,No Notch,12.0,84.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,5000-10000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Motorola,9999,Android,Helio_85,4.0,64.0,5000.0,Yes,6.47,60.0,50.0,3.0,13.0,1.0,Yes,20,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,75.0,Other,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Tecno,49999,Android,Dimensity_9000,12.0,256.0,5160.0,Yes,6.8,120.0,50.0,3.0,32.0,1.0,Yes,45,Yes,Yes,No,Yes,No,8.0,3.05,1080.0,2400.0,Punch Hole,12.0,89.0,Other,dimensity,Premium,8-18 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,16-40 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Infinix,17999,Android,Helio_99,8.0,128.0,4500.0,Yes,6.7,90.0,108.0,3.0,60.0,1.0,Yes,45,Yes,No,No,Yes,No,8.0,2.2,1080.0,2400.0,Water Drop Notch,12.0,87.0,Other,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,40-60 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
iQOO,16940,Android,Snapdragon_695,6.0,128.0,5000.0,Yes,6.58,120.0,50.0,3.0,16.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.2,1080.0,2408.0,Water Drop Notch,12.0,80.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,17990,Android,Snapdragon_695,6.0,64.0,5000.0,Yes,6.67,120.0,108.0,3.0,16.0,1.0,Yes,67,Yes,Yes,No,No,Yes,8.0,2.2,1080.0,2400.0,Punch Hole,11.0,81.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OPPO,20990,Android,Snapdragon_695,8.0,128.0,4800.0,Yes,6.7,120.0,108.0,2.0,16.0,1.0,Yes,67,Yes,Yes,No,Yes,No,8.0,2.2,1080.0,2412.0,Punch Hole,13.0,84.0,OPPO,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,51999,Android,Exynos_2300,8.0,128.0,4200.0,Yes,6.4,120.0,12.0,3.0,32.0,1.0,No,33,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,79.0,Samsung,exynos,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Samsung,64449,Android,Snapdragon_8 Gen1,8.0,128.0,4500.0,Yes,6.6,120.0,50.0,3.0,10.0,1.0,Yes,45,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2340.0,Punch Hole,12.0,87.0,Samsung,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Vivo,8990,Android,Snapdragon_480,6.0,64.0,5000.0,Yes,6.58,90.0,13.0,2.0,8.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.4,1080.0,2408.0,Water Drop Notch,12.0,71.0,Vivo,snapdragon,Budget,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Motorola,19999,Android,Helio_85,4.0,128.0,5000.0,Yes,6.5,90.0,50.0,3.0,16.0,1.0,Yes,30,Yes,No,No,Yes,No,8.0,2.4,720.0,1600.0,Punch Hole,13.0,77.0,Other,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
POCO,13499,Android,Dimensity_700,6.0,128.0,5000.0,Yes,6.58,90.0,50.0,2.0,8.0,1.0,Yes,18,Yes,Yes,No,No,Yes,8.0,2.2,1080.0,2400.0,Water Drop Notch,12.0,79.0,Other,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Tecno,15499,Android,Dimensity_900,8.0,128.0,6000.0,Yes,6.9,120.0,50.0,2.0,16.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.4,1080.0,2460.0,Punch Hole,11.0,78.0,Other,dimensity,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
POCO,6499,Android,Helio_35,3.0,32.0,5000.0,Yes,6.53,60.0,13.0,3.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,10.0,65.0,Other,helio,Budget,1-4 GB,1-32 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Apple,71999,iOS,Other_13,4.0,64.0,3060.0,Yes,6.1,60.0,12.0,2.0,7.0,1.0,No,0,Yes,No,No,Yes,No,8.0,2.4,828.0,1792.0,No Notch,12.3,60.0,Apple,bionic,Flagship,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Samsung,36499,Android,Exynos_1280,8.0,256.0,5000.0,Yes,6.5,120.0,64.0,1.0,32.0,1.0,Yes,25,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,89.0,Samsung,exynos,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Infinix,15999,Android,Dimensity_810,6.0,64.0,5000.0,Yes,6.7,60.0,50.0,2.0,16.0,1.0,Yes,33,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Water Drop Notch,12.0,78.0,Other,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OPPO,31994,Android,Dimensity_1200,12.0,256.0,4500.0,Yes,6.55,90.0,50.0,3.0,32.0,1.0,Yes,65,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,87.0,OPPO,dimensity,Premium,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OnePlus,34999,Android,Snapdragon_8,8.0,128.0,5000.0,Yes,6.7,120.0,50.0,3.0,16.0,1.0,Yes,100,Yes,Yes,No,Yes,No,8.0,3.2,1080.0,2412.0,Punch Hole,12.0,84.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Redmi,18999,Android,Snapdragon_712,6.0,128.0,5000.0,Yes,6.67,120.0,108.0,1.0,16.0,1.0,Yes,67,Yes,No,No,No,Yes,8.0,2.3,1080.0,2400.0,Punch Hole,11.0,81.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Nothing,39990,Android,Snapdragon_8,8.0,128.0,4700.0,Yes,6.67,120.0,50.0,3.0,32.0,1.0,Yes,66,Yes,Yes,No,Yes,No,8.0,3.2,1080.0,2400.0,Punch Hole,12.0,88.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,16499,Android,Helio_80,8.0,128.0,5000.0,Yes,6.4,90.0,64.0,1.0,20.0,1.0,Yes,15,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Water Drop Notch,11.0,82.0,Samsung,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Nokia,6199,Android,Snapdragon_205,0.5,4.0,1500.0,Yes,2.8,60.0,50.0,1.0,16.0,1.0,Yes,0,Yes,No,No,No,No,2.0,1.1,240.0,320.0,No Notch,12.0,80.0,Other,snapdragon,Budget,0-1 GB,1-32 GB,800-3000 mAh,0-50W,v10-v16,1-4 inches,40-60 mp,8-16 mp,0-2 GHz,120-640 Width,160-640 Height,70-80 rating
Google,54300,Android,Other_2,12.0,128.0,5003.0,Yes,6.71,120.0,50.0,3.0,1.0,1.0,Yes,30,Yes,Yes,No,Yes,No,8.0,2.8,1440.0,3120.0,Punch Hole,12.0,89.0,Other,Other,Flagship,8-18 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Infinix,9999,Android,Helio_85,4.0,64.0,5000.0,Yes,6.7,60.0,50.0,2.0,8.0,1.0,Yes,33,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Water Drop Notch,12.0,73.0,Other,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,15990,Android,Dimensity_700,6.0,128.0,5000.0,Yes,6.58,90.0,50.0,2.0,5.0,1.0,Yes,18,Yes,Yes,No,No,Yes,8.0,2.2,1080.0,2408.0,Water Drop Notch,12.0,77.0,Xiaomi,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,22700,Android,Snapdragon_695,8.0,128.0,5000.0,Yes,6.67,120.0,108.0,3.0,16.0,1.0,Yes,67,Yes,Yes,No,No,Yes,8.0,2.2,1080.0,2400.0,Punch Hole,11.0,86.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,50990,Android,Snapdragon_8 Gen1,8.0,256.0,4600.0,Yes,6.73,120.0,50.0,3.0,32.0,1.0,Yes,120,Yes,Yes,No,Yes,Yes,8.0,2.4,1440.0,3200.0,Punch Hole,12.0,89.0,Xiaomi,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Apple,64900,iOS,Bionic_15,4.0,128.0,2438.0,Yes,5.4,60.0,12.0,2.0,12.0,1.0,No,0,Yes,Yes,No,Yes,No,6.0,3.22,1080.0,2340.0,Large Notch,15.0,79.0,Apple,bionic,Flagship,1-4 GB,32-256 GB,800-3000 mAh,0-50W,v10-v16,4-6 inches,5-14 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Tecno,13799,Android,Helio_88,6.0,128.0,7000.0,Yes,6.9,90.0,50.0,3.0,8.0,1.0,Yes,33,Yes,No,No,No,No,8.0,2.4,1080.0,2460.0,Punch Hole,11.0,77.0,Other,helio,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Realme,8999,Android,Other_612,4.0,64.0,5000.0,Yes,6.52,60.0,13.0,3.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,1.82,720.0,1600.0,Water Drop Notch,11.0,65.0,Realme,Other,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,0-2 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Asus,89999,Android,Snapdragon_8,18.0,512.0,6000.0,Yes,6.78,165.0,50.0,3.0,12.0,1.0,No,65,Yes,Yes,No,Yes,No,8.0,3.2,1080.0,2448.0,No Notch,12.0,88.0,Other,snapdragon,Flagship,8-18 GB,256-1024 GB,5000-10000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Vivo,21994,Android,Dimensity_810,8.0,128.0,4050.0,Yes,6.44,60.0,50.0,3.0,44.0,1.0,Yes,44,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Water Drop Notch,12.0,84.0,Vivo,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,40-60 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Apple,69990,iOS,Bionic_16,6.0,128.0,3500.0,Yes,5.42,60.0,12.0,2.0,12.0,1.0,No,0,Yes,No,No,Yes,No,8.0,2.4,1080.0,2340.0,Punch Hole,15.0,70.0,Apple,bionic,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,4-6 inches,5-14 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,60-70 rating
